,Year,Country,equities,real estate,fixed income,infrastructure,Total Investments
0,1998,Finland,96132657,0,276678196,0,372810853
1,1999,Finland,242937384,0,225491882,0,468429266
2,2000,Finland,353076422,0,110107130,0,463183552
3,2001,Finland,449613403,0,288059092,0,737672495
4,2002,Finland,434936054,0,405844424,0,840780478
5,2003,Finland,595988493,0,176364088,0,772352581
6,2004,Finland,577850689,0,300692347,0,878543036
7,2005,Finland,784035548,0,48402866,0,832438414
8,2006,Finland,1024828361,0,525899302,0,1550727663
9,2007,Finland,2359459101,0,1150933397,0,3510392498
10,2008,Finland,2122757391,0,1045538395,0,3168295786
11,2009,Finland,2841098277,0,550381967,0,3391480244
12,2010,Finland,3448729619,0,714788733,0,4163518352
13,2011,Finland,2628779067,0,1755516204,0,4384295271
14,2012,Finland,3390404609,0,1970324019,0,5360728628
15,2013,Finland,4515853517,0,2822116606,0,7337970123
16,2014,Finland,3910353806,0,2896874197,0,6807228003
17,2015,Finland,3913696410,0,2255260765,0,6168957175
18,2016,Finland,3500689488,0,2013240590,0,5513930078
19,2017,Finland,3993088251,0,2990129354,0,6983217605
20,2018,Finland,4787933405,0,2863963989,0,7651897394
21,2019,Finland,5261652430,0,3090659642,0,8352312072
22,2020,Finland,5934189323,0,1951432107,0,7885621430
23,2021,Finland,7543783824,0,2468745998,0,10012529822
24,2022,Finland,6675112411,0,2842881838,0,9517994249
25,2023,Finland,5859154532,0,4126798680,0,9985953212
26,1998,United States,2676284560,0,2736127055,0,5412411615
27,1999,United States,3254522648,0,3458668687,0,6713191335
28,2000,United States,4716591131,0,6126884166,0,10843475297
29,2001,United States,7615487463,0,10433409853,0,18048897316
30,2002,United States,9862125486,0,12496442452,0,22358567938
31,2003,United States,18558020891,0,14043249308,0,32601270199
32,2004,United States,24344274076,0,21546136648,0,45890410724
33,2005,United States,30236826122,0,17169774195,0,47406600317
34,2006,United States,33867391881,0,39864393441,0,73731785322
35,2007,United States,51356639857,0,36686455303,0,88043095160
36,2008,United States,47226019602,0,55678087123,0,102904106725
37,2009,United States,83262503395,0,48040570052,0,131303073447
38,2010,United States,97613951522,0,57824921021,0,155438872543
39,2011,United States,98603980208,0,61340601606,0,159944581814
40,2012,United States,119503985042,0,77035496763,0,196539481805
41,2013,United States,150423243546,11117625323,95612693609,0,257153562478
42,2014,United States,174877530295,417474981150,94758510666,0,687111022111
43,2015,United States,182169577072,4315574701833,99643687575,0,4597387966480
44,2016,United States,205537424844,4357127733600,110051384259,0,4672716542703
45,2017,United States,249666591594,4359017262628,121201534761,0,4729885388983
46,2018,United States,245360101758,4556028181155,116468080920,0,4917856363833
47,2019,United States,323394993669,4748858911970,125443503771,0,5197697409410
48,2020,United States,389641136303,6889674269478,135649726810,0,7414965132591
49,2021,United States,450441258689,7858737675206,152797343316,0,8461976277211
50,2022,United States,384799992319,7768426098048,157471926282,0,8310698016649
51,2023,United States,535092452043,6493782378196,192442170404,0,7221317000643
52,1998,Belgium,114268561,0,235359921,0,349628482
53,1999,Belgium,70798316,0,173010885,0,243809201
54,2000,Belgium,94146149,0,448391563,0,542537712
55,2001,Belgium,190797880,0,459453640,0,650251520
56,2002,Belgium,257368139,0,-511891221,0,-254523082
57,2003,Belgium,638642072,0,386681097,0,1025323169
58,2004,Belgium,540861763,0,436771370,0,977633133
59,2005,Belgium,570528664,0,-42669067,0,527859597
60,2006,Belgium,860513655,0,-222439631,0,638074024
61,2007,Belgium,1774024145,0,4625869780,0,6399893925
62,2008,Belgium,1360372774,0,3814430465,0,5174803239
63,2009,Belgium,2400908700,0,1689234663,0,4090143363
64,2010,Belgium,2681348179,0,2760680476,0,5442028655
65,2011,Belgium,2765717598,0,2748290308,0,5514007906
66,2012,Belgium,3525511834,0,1370868022,0,4896379856
67,2013,Belgium,4511911826,15704348,2284821967,0,6812438141
68,2014,Belgium,4544058351,54216399,2187841730,0,6786116480
69,2015,Belgium,4798727594,44520879,1646341027,0,6489589500
70,2016,Belgium,5240510769,46024980,2181208485,0,7467744234
71,2017,Belgium,5981571049,76761020,2993890545,0,9052222614
72,2018,Belgium,4040504659,81954496,2720787850,0,6843247005
73,2019,Belgium,4962260587,94023672,3158813320,0,8215097579
74,2020,Belgium,4739087349,109562664,2120938107,0,6969588120
75,2021,Belgium,5340304322,123304800,3335802688,0,8799411810
76,2022,Belgium,4400386092,174374005,2781313296,0,7356073393
77,2023,Belgium,5394261200,175101995,2967816910,0,8537180105
78,1998,Singapore,21659445,0,0,0,21659445
79,1999,Singapore,59734327,0,0,0,59734327
80,2000,Singapore,92536607,0,0,0,92536607
81,2001,Singapore,151574551,0,0,0,151574551
82,2002,Singapore,181188981,0,193196975,0,374385956
83,2003,Singapore,201981287,0,299639250,0,501620537
84,2004,Singapore,206093436,0,429594709,0,635688145
85,2005,Singapore,402347634,0,611475305,0,1013822939
86,2006,Singapore,710157165,0,580621840,0,1290779005
87,2007,Singapore,796009838,0,560637894,0,1356647732
88,2008,Singapore,582349185,0,513066140,0,1095415325
89,2009,Singapore,1259341185,0,451876033,0,1711217218
90,2010,Singapore,1513433945,0,368541333,0,1881975278
91,2011,Singapore,1213632174,0,96189453,0,1309821627
92,2012,Singapore,2457336430,0,790896458,0,3248232888
93,2013,Singapore,2781936370,0,1100698371,0,3882634741
94,2014,Singapore,3377214692,0,1300790304,0,4678004996
95,2015,Singapore,2854075197,0,1465386409,0,4319461606
96,2016,Singapore,2715326057,0,1446812605,0,4162138662
97,2017,Singapore,3392361580,0,1887117542,0,5279479122
98,2018,Singapore,3162900048,0,2037734518,0,5200634566
99,2019,Singapore,3934494016,0,1433110162,0,5367604178
100,2020,Singapore,3917088533,0,1633692424,0,5550780957
101,2021,Singapore,3991882108,0,16849814571,0,20841696679
102,2022,Singapore,4274175931,0,16218148893,0,20492324824
103,2023,Singapore,4935012627,0,22757593291,0,27692605918
104,1998,New Zealand,10845263,0,23042126,0,33887389
105,1999,New Zealand,9887888,0,18431700,0,28319588
106,2000,New Zealand,11583531,0,0,0,11583531
107,2001,New Zealand,15461162,0,7907369,0,23368531
108,2002,New Zealand,23401077,0,127914922,0,151315999
109,2003,New Zealand,13178659,0,220451840,0,233630499
110,2004,New Zealand,13996573,0,237726375,0,251722948
111,2005,New Zealand,20104368,0,185273176,0,205377544
112,2006,New Zealand,61063614,0,49090840,0,110154454
113,2007,New Zealand,199849352,0,105035736,0,304885088
114,2008,New Zealand,71699652,0,159032803,0,230732455
115,2009,New Zealand,108830677,0,192554489,0,301385166
116,2010,New Zealand,111030356,0,284046314,0,395076670
117,2011,New Zealand,136627587,0,225149588,0,361777175
118,2012,New Zealand,199111474,0,617815539,0,816927013
119,2013,New Zealand,264026282,0,818100063,0,1082126345
120,2014,New Zealand,442507872,0,646399476,0,1088907348
121,2015,New Zealand,514381969,0,962878357,0,1477260326
122,2016,New Zealand,610178871,0,1137247246,0,1747426117
123,2017,New Zealand,803899039,0,1361588989,0,2165488028
124,2018,New Zealand,780388773,0,1235645487,0,2016034260
125,2019,New Zealand,1135297674,0,1283253440,0,2418551114
126,2020,New Zealand,1464517836,0,1314156226,0,2778674062
127,2021,New Zealand,1167868871,0,2103018073,0,3270886944
128,2022,New Zealand,1014485977,0,2224814236,0,3239300213
129,2023,New Zealand,1069004696,0,3477057599,0,4546062295
130,1998,Italy,324995877,0,961526570,0,1286522447
131,1999,Italy,353599797,0,1247983768,0,1601583565
132,2000,Italy,600207632,0,4363641245,0,4963848877
133,2001,Italy,631358605,0,4843234842,0,5474593447
134,2002,Italy,770528594,0,4597991570,0,5368520164
135,2003,Italy,1234783124,0,5152836401,0,6387619525
136,2004,Italy,1797337029,0,5614332392,0,7411669421
137,2005,Italy,2936513881,0,7547557105,0,10484070986
138,2006,Italy,3757432607,0,13268289972,0,17025722579
139,2007,Italy,5238775843,0,11730797661,0,16969573504
140,2008,Italy,4249331458,0,14147744909,0,18397076367
141,2009,Italy,6830278520,0,8687489424,0,15517767944
142,2010,Italy,6724682054,0,12351840784,0,19076522838
143,2011,Italy,5854838459,0,7876468466,0,13731306925
144,2012,Italy,7493153888,0,6156330676,0,13649484564
145,2013,Italy,8521551419,1497339162,7330785661,0,17349676242
146,2014,Italy,8561262865,1639392106,8364737614,0,18565392585
147,2015,Italy,8338683962,1450278346,5520235500,0,15309197808
148,2016,Italy,8123179744,1504431500,5683623209,0,15311234453
149,2017,Italy,11385976482,2389880512,5946835277,0,19722692271
150,2018,Italy,9036331606,2460009360,5454898993,0,16951239959
151,2019,Italy,11066811887,2746558976,6310157203,0,20123528066
152,2020,Italy,10935780889,3131477792,5051590254,0,19118848935
153,2021,Italy,11779738526,6967831248,9098500645,0,27846070419
154,2022,Italy,9646876618,6280443912,8236324219,0,24163644749
155,2023,Italy,11171789956,6958505250,8135366090,0,26265661296
156,1998,United Kingdom,1490688253,0,359624025,0,1850312278
157,1999,United Kingdom,1924731438,0,707233395,0,2631964833
158,2000,United Kingdom,3035305860,0,1895496562,0,4930802422
159,2001,United Kingdom,5190989469,0,3313379896,0,8504369365
160,2002,United Kingdom,6117727559,0,3259987875,0,9377715434
161,2003,United Kingdom,9681353958,0,4389014549,0,14070368507
162,2004,United Kingdom,10721163814,0,4482924794,0,15204088608
163,2005,United Kingdom,13324034831,0,-1446098358,0,11877936473
164,2006,United Kingdom,17881583566,0,9835812120,0,27717395686
165,2007,United Kingdom,23824627387,0,10644418555,0,34469045942
166,2008,United Kingdom,22752957871,0,29185484846,0,51938442717
167,2009,United Kingdom,43222356385,0,28526952964,0,71749309349
168,2010,United Kingdom,46727499246,0,32711874329,0,79439373575
169,2011,United Kingdom,53244099246,72936239112,31987790455,0,158168128813
170,2012,United Kingdom,65917315440,142276336568,23022632032,0,231216284040
171,2013,United Kingdom,76884401276,328904527035,21177215821,0,426966144132
172,2014,United Kingdom,67009836445,782207141184,21135592663,0,870352570292
173,2015,United Kingdom,61132958589,1057185880140,20896914158,0,1139215752887
174,2016,United Kingdom,55410037982,946296434690,20106311296,0,1021812783968
175,2017,United Kingdom,67068985627,1212733204102,18515097230,0,1298317286959
176,2018,United Kingdom,59168226107,1276757183940,16158429874,0,1352083839921
177,2019,United Kingdom,71295634824,1288699127189,15846985505,0,1375841747518
178,2020,United Kingdom,66656141437,1151015913800,18956042231,0,1236628097468
179,2021,United Kingdom,73741902499,1342935915650,18924855049,0,1435602673198
180,2022,United Kingdom,62025057181,1177425593220,19232391753,0,1258683042154
181,2023,United Kingdom,69123814363,1198471838760,25212368718,0,1292808021841
182,1998,Sweden,174205188,0,132934103,0,307139291
183,1999,Sweden,246569596,0,283020287,0,529589883
184,2000,Sweden,360359588,0,370874928,0,731234516
185,2001,Sweden,520915176,0,497350181,0,1018265357
186,2002,Sweden,485733999,0,635677127,0,1121411126
187,2003,Sweden,616421239,0,857886302,0,1474307541
188,2004,Sweden,1061045431,0,1253823984,0,2314869415
189,2005,Sweden,1428494335,0,1675827077,0,3104321412
190,2006,Sweden,2439253232,0,3338794392,0,5778047624
191,2007,Sweden,2938422611,0,6939747375,0,9878169986
192,2008,Sweden,2209632399,0,4978512013,0,7188144412
193,2009,Sweden,4828548864,0,3209174781,0,8037723645
194,2010,Sweden,7471433098,0,3716853708,0,11188286806
195,2011,Sweden,8162657150,0,5828120771,0,13990777921
196,2012,Sweden,11031521500,0,4594235886,0,15625757386
197,2013,Sweden,13973119669,156378126,6277896261,0,20407394056
198,2014,Sweden,11445597600,166394310,6729826286,0,18341818196
199,2015,Sweden,10921778968,166141266,6510168571,0,17598088805
200,2016,Sweden,10604905916,164005125,5817622357,0,16586533398
201,2017,Sweden,12537623011,173238570,5415036316,0,18125897897
202,2018,Sweden,10406816481,166619676,4278413471,0,14851849628
203,2019,Sweden,13118582049,174669402,3331833130,0,16625084581
204,2020,Sweden,17839742466,209873421,3718681284,0,21768297171
205,2021,Sweden,20631502383,212726883,5466979378,0,26311208644
206,2022,Sweden,14522643544,168011739,4420963363,0,19111618646
207,2023,Sweden,16585083286,161025366,5638727696,0,22384836348
208,1998,Netherlands,393844986,0,291200031,0,685045017
209,1999,Netherlands,545783199,0,369970644,0,915753843
210,2000,Netherlands,819861753,0,337172432,0,1157034185
211,2001,Netherlands,1135481062,0,911461225,0,2046942287
212,2002,Netherlands,1656806344,0,1596072490,0,3252878834
213,2003,Netherlands,2196747454,0,1965376383,0,4162123837
214,2004,Netherlands,2246031584,0,3071650482,0,5317682066
215,2005,Netherlands,2615765690,0,2597087245,0,5212852935
216,2006,Netherlands,3405538213,0,3435366322,0,6840904535
217,2007,Netherlands,5625624462,0,6527274467,0,12152898929
218,2008,Netherlands,3080683020,0,7169619630,0,10250302650
219,2009,Netherlands,7237414119,0,4772561230,0,12009975349
220,2010,Netherlands,6395875588,0,7701060500,0,14096936088
221,2011,Netherlands,6324638212,0,8852626442,0,15177264654
222,2012,Netherlands,8066467332,0,9068805492,0,17135272824
223,2013,Netherlands,10113721842,1603998506,10691868800,0,22409589148
224,2014,Netherlands,8781085388,3713644908,7755100851,0,20249831147
225,2015,Netherlands,8059269254,3193317502,5906745531,0,17159332287
226,2016,Netherlands,8540180511,4717444986,6051345483,0,19308970980
227,2017,Netherlands,12324072785,7015803146,4094277413,0,23434153344
228,2018,Netherlands,10859837646,5898676284,3799552848,0,20558066778
229,2019,Netherlands,15580817070,5311660748,4539703295,0,25432181113
230,2020,Netherlands,18113877057,5951150987,3910925256,0,27975953300
231,2021,Netherlands,23685045241,6681755004,6934744853,1620148954,38921694052
232,2022,Netherlands,19541057020,6354108560,6226287253,1470781491,33592234324
233,2023,Netherlands,24359413056,7513589559,9777046045,1290737990,42940786650
234,1998,Spain,202513769,0,514893445,0,717407214
235,1999,Spain,239780473,0,447692456,0,687472929
236,2000,Spain,321184917,0,1646388915,0,1967573832
237,2001,Spain,566154491,0,1930732462,0,2496886953
238,2002,Spain,752290053,0,1272918819,0,2025208872
239,2003,Spain,1272334898,0,4715436658,0,5987771556
240,2004,Spain,1670244065,0,5872763677,0,7543007742
241,2005,Spain,1596261842,0,6088556305,0,7684818147
242,2006,Spain,2889162284,0,9757870731,0,12647033015
243,2007,Spain,5227138319,0,19258269356,0,24485407675
244,2008,Spain,5678603811,0,17471127083,0,23149730894
245,2009,Spain,9294834452,0,16035267111,0,25330101563
246,2010,Spain,7562639243,0,17299534129,0,24862173372
247,2011,Spain,7553166575,0,14802758249,0,22355924824
248,2012,Spain,8418313754,0,11381188131,0,19799501885
249,2013,Spain,10084588989,2438517856,13636621964,0,26159728809
250,2014,Spain,9501735370,5071640847,12574853298,0,27148229515
251,2015,Spain,8861606152,4344893880,8282148797,0,21488648829
252,2016,Spain,8954629166,3871185951,5586053675,0,18411868792
253,2017,Spain,12228367254,5473798374,7249103549,0,24951269177
254,2018,Spain,11025311072,4828162820,6532298265,0,22385772157
255,2019,Spain,13339685744,7013681502,7942773738,0,28296140984
256,2020,Spain,13234240750,7786706422,8244996923,0,29265944095
257,2021,Spain,12085769611,8911723382,7540527352,0,28538020345
258,2022,Spain,11276594130,7226065871,5701868264,0,24204528265
259,2023,Spain,13446356513,7327245493,8423836855,324938042,29522376903
260,1998,Hong Kong,127936115,0,0,0,127936115
261,1999,Hong Kong,176104077,0,0,0,176104077
262,2000,Hong Kong,295063392,0,0,0,295063392
263,2001,Hong Kong,427830070,0,0,0,427830070
264,2002,Hong Kong,410924967,0,12065302,0,422990269
265,2003,Hong Kong,464909249,0,133134469,0,598043718
266,2004,Hong Kong,465805907,0,147694495,0,613500402
267,2005,Hong Kong,687289265,0,183651645,0,870940910
268,2006,Hong Kong,1452133911,0,295508666,0,1747642577
269,2007,Hong Kong,2609908743,0,257140173,0,2867048916
270,2008,Hong Kong,2100788972,0,33592378,0,2134381350
271,2009,Hong Kong,2615407009,0,229511294,0,2844918303
272,2010,Hong Kong,3478868306,0,160383831,0,3639252137
273,2011,Hong Kong,4361583570,0,162113012,0,4523696582
274,2012,Hong Kong,6932779968,0,531946329,0,7464726297
275,2013,Hong Kong,6434152286,0,713036846,0,7147189132
276,2014,Hong Kong,7087572801,0,1069072398,0,8156645199
277,2015,Hong Kong,6999740144,0,603415219,0,7603155363
278,2016,Hong Kong,7194504631,0,827280958,0,8021785589
279,2017,Hong Kong,9731069347,0,509620198,0,10240689545
280,2018,Hong Kong,7995653182,0,366511150,0,8362164332
281,2019,Hong Kong,9301034894,0,412238603,0,9713273497
282,2020,Hong Kong,9957496544,0,361962319,0,10319458863
283,2021,Hong Kong,8883436911,0,580715824,0,9464152735
284,2022,Hong Kong,8538018695,0,490359757,0,9028378452
285,2023,Hong Kong,7086805691,0,298800795,0,7385606486
286,1998,France,574844211,0,993918583,0,1568762794
287,1999,France,881813636,0,976666226,0,1858479862
288,2000,France,1462401921,0,1562913476,0,3025315397
289,2001,France,2042660144,0,1186603421,0,3229263565
290,2002,France,2389954391,0,3203821271,0,5593775662
291,2003,France,3771096800,0,4620077112,0,8391173912
292,2004,France,5544687218,0,8523141172,0,14067828390
293,2005,France,6048701575,0,7561805887,0,13610507462
294,2006,France,9645387584,0,12729768942,0,22375156526
295,2007,France,13678213766,0,15392838850,0,29071052616
296,2008,France,12673976439,0,16140180461,0,28814156900
297,2009,France,22002957422,0,16075150795,0,38078108217
298,2010,France,22749488120,0,18719481423,0,41468969543
299,2011,France,22824376922,11026749210,24135875635,0,57987001767
300,2012,France,28928776893,22313110125,16424043986,0,67665931004
301,2013,France,34109982164,98529029046,12963728845,0,145602740055
302,2014,France,31302430879,121031002460,10730522746,0,163063956085
303,2015,France,27296454405,120980015694,12399751875,0,160676221974
304,2016,France,28864708303,166547334000,13192089420,0,208604131723
305,2017,France,35365852126,299545023013,14844816931,0,349755692070
306,2018,France,32142818736,262611338696,12727363625,0,307481521057
307,2019,France,41939687755,312017528480,17843313355,0,371800529590
308,2020,France,44860901335,345058646632,19280309058,0,409199857025
309,2021,France,49212076897,338989342104,16670567454,0,404871986455
310,2022,France,42556936952,314522766447,15849134935,0,372928838334
311,2023,France,46914397331,254381249265,17565525793,0,318861172389
312,1998,Ireland,28851158,0,121399006,0,150250164
313,1999,Ireland,56825703,0,65906095,0,122731798
314,2000,Ireland,140581739,0,74713680,0,215295419
315,2001,Ireland,239041921,0,127567097,0,366609018
316,2002,Ireland,316738359,0,152529374,0,469267733
317,2003,Ireland,367282607,0,204059945,0,571342552
318,2004,Ireland,541132963,0,95520887,0,636653850
319,2005,Ireland,459734980,0,169201242,0,628936222
320,2006,Ireland,610833228,0,1395911222,0,2006744450
321,2007,Ireland,956146301,0,2402379157,0,3358525458
322,2008,Ireland,500941617,0,3771059645,0,4272001262
323,2009,Ireland,850867477,0,2751650239,0,3602517716
324,2010,Ireland,1050355865,0,2488148935,0,3538504800
325,2011,Ireland,755539443,0,2223732747,0,2979272190
326,2012,Ireland,1076698788,0,1697420635,0,2774119423
327,2013,Ireland,1569579361,0,953078983,0,2522658344
328,2014,Ireland,1346216990,0,410006102,0,1756223092
329,2015,Ireland,1359547577,0,338128591,0,1697676168
330,2016,Ireland,640031310,0,313083719,0,953115029
331,2017,Ireland,798741782,0,917437120,0,1716178902
332,2018,Ireland,730814163,0,1278014899,0,2008829062
333,2019,Ireland,819142982,0,1401170064,0,2220313046
334,2020,Ireland,1228741323,0,1982945204,0,3211686527
335,2021,Ireland,1050759106,0,2278310345,0,3329069451
336,2022,Ireland,891899511,0,880056632,0,1771956143
337,2023,Ireland,1011578755,0,924332858,0,1935911613
338,1998,Portugal,38045609,0,92314257,0,130359866
339,1999,Portugal,39656613,0,91181391,0,130838004
340,2000,Portugal,55560242,0,91398465,0,146958707
341,2001,Portugal,92921773,0,227105521,0,320027294
342,2002,Portugal,73788505,0,502817489,0,576605994
343,2003,Portugal,116397128,0,507298281,0,623695409
344,2004,Portugal,265174897,0,367895723,0,633070620
345,2005,Portugal,269601863,0,1164652122,0,1434253985
346,2006,Portugal,262239688,0,2721601984,0,2983841672
347,2007,Portugal,399930201,0,3495199708,0,3895129909
348,2008,Portugal,571265560,0,2998104230,0,3569369790
349,2009,Portugal,885001399,0,1835738815,0,2720740214
350,2010,Portugal,1270950715,0,1509924807,0,2780875522
351,2011,Portugal,1119453041,0,1074108902,0,2193561943
352,2012,Portugal,941523298,0,300351765,0,1241875063
353,2013,Portugal,1092102077,0,356328206,0,1448430283
354,2014,Portugal,912347489,0,284044306,0,1196391795
355,2015,Portugal,889753163,0,287174169,0,1176927332
356,2016,Portugal,799886294,0,408877195,0,1208763489
357,2017,Portugal,1171679725,0,633185795,0,1804865520
358,2018,Portugal,972167866,0,520079148,0,1492247014
359,2019,Portugal,1063160727,0,335807551,0,1398968278
360,2020,Portugal,1281740384,0,449418109,0,1731158493
361,2021,Portugal,1045265912,0,252782417,0,1298048329
362,2022,Portugal,1148774276,0,141557043,0,1290331319
363,2023,Portugal,1738541573,0,245211744,0,1983753317
364,1998,Germany,605246864,0,2171238776,0,2776485640
365,1999,Germany,776279706,0,2763632595,0,3539912301
366,2000,Germany,864728140,0,2854997169,0,3719725309
367,2001,Germany,1379600454,0,5026117268,0,6405717722
368,2002,Germany,1328561735,0,14524571148,0,15853132883
369,2003,Germany,2446514950,0,18037350140,0,20483865090
370,2004,Germany,3357174800,0,26275298821,0,29632473621
371,2005,Germany,4242694798,0,27659483645,0,31902178443
372,2006,Germany,6690511233,0,49983149993,0,56673661226
373,2007,Germany,11641567268,0,42467234827,0,54108802095
374,2008,Germany,10370848149,0,31844968909,0,42215817058
375,2009,Germany,17609622292,0,21518519664,0,39128141956
376,2010,Germany,19150387827,0,22481373516,0,41631761343
377,2011,Germany,18900470923,0,19010411181,0,37910882104
378,2012,Germany,26606873600,0,23955522525,0,50562396125
379,2013,Germany,35107859039,9175336716,28017722265,0,72300918020
380,2014,Germany,32900142942,12178129296,23576924497,0,68655196735
381,2015,Germany,30780147014,10951494896,29951660284,0,71683302194
382,2016,Germany,31040355686,10501680320,28772434702,0,70314470708
383,2017,Germany,42124093782,13751223088,28494178571,0,84369495441
384,2018,Germany,30948310548,13363274910,26552178692,0,70863764150
385,2019,Germany,39072729182,14714425418,26107366504,0,79894521104
386,2020,Germany,41766033306,16472743742,30233406333,0,88472183381
387,2021,Germany,41143107562,31627252367,30619274063,0,103389633992
388,2022,Germany,33113754742,38039552593,32425922122,0,103579229457
389,2023,Germany,39343466187,36251285067,35437264864,279162137,111311178255
390,1998,Austria,16441232,0,236815463,0,253256695
391,1999,Austria,21845375,0,378710791,0,400556166
392,2000,Austria,32572044,0,405578295,0,438150339
393,2001,Austria,27812266,0,651717058,0,679529324
394,2002,Austria,88589596,0,1199300067,0,1287889663
395,2003,Austria,154716344,0,2094579424,0,2249295768
396,2004,Austria,203631152,0,2499350326,0,2702981478
397,2005,Austria,273898529,0,1626298587,0,1900197116
398,2006,Austria,486618690,0,3570104607,0,4056723297
399,2007,Austria,688787352,0,4285548381,0,4974335733
400,2008,Austria,537959329,0,3829320847,0,4367280176
401,2009,Austria,1055608627,0,2622761329,0,3678369956
402,2010,Austria,1131459911,0,2857866687,0,3989326598
403,2011,Austria,1025477687,0,3461163655,0,4486641342
404,2012,Austria,1393846979,0,3018600148,0,4412447127
405,2013,Austria,1948634201,0,2007574384,0,3956208585
406,2014,Austria,1734471537,0,2367029216,0,4101500753
407,2015,Austria,1636353364,0,2507365270,0,4143718634
408,2016,Austria,1845863153,0,3120778988,0,4966642141
409,2017,Austria,2210721992,0,2222432597,0,4433154589
410,2018,Austria,1430606297,0,2197842896,0,3628449193
411,2019,Austria,1612644299,0,2278278899,0,3890923198
412,2020,Austria,1292488637,0,2389885981,0,3682374618
413,2021,Austria,1622471080,0,4088706386,0,5711177466
414,2022,Austria,1073117294,0,3582157862,0,4655275156
415,2023,Austria,1369530623,0,4410385708,0,5779916331
416,1998,Denmark,59326401,0,174376553,0,233702954
417,1999,Denmark,41853075,0,177651636,0,219504711
418,2000,Denmark,72895246,0,303238095,0,376133341
419,2001,Denmark,167179167,0,475507187,0,642686354
420,2002,Denmark,209409771,0,2126849793,0,2336259564
421,2003,Denmark,330213830,0,2047953192,0,2378167022
422,2004,Denmark,488563816,0,1919181330,0,2407745146
423,2005,Denmark,384474585,0,3100347185,0,3484821770
424,2006,Denmark,565059896,0,3443911332,0,4008971228
425,2007,Denmark,1002754957,0,3743479999,0,4746234956
426,2008,Denmark,1044343465,0,2464973726,0,3509317191
427,2009,Denmark,2059608978,0,1596682430,0,3656291408
428,2010,Denmark,3049265276,0,2348763063,0,5398028339
429,2011,Denmark,3066454922,0,2649946204,0,5716401126
430,2012,Denmark,3689293685,0,1666768114,0,5356061799
431,2013,Denmark,4356415962,0,1935196520,0,6291612482
432,2014,Denmark,4780133551,0,1574027451,0,6354161002
433,2015,Denmark,5715906096,0,1882863812,0,7598769908
434,2016,Denmark,5543559064,0,2114066725,0,7657625789
435,2017,Denmark,7664069115,0,2112496170,0,9776565285
436,2018,Denmark,5937014415,0,2007868882,0,7944883297
437,2019,Denmark,8074595609,0,2352511394,0,10427107003
438,2020,Denmark,11121341438,0,2628703599,0,13750045037
439,2021,Denmark,11884678553,0,2938203877,0,14822882430
440,2022,Denmark,11565646583,0,3074897732,0,14640544315
441,2023,Denmark,15531287071,0,3408460888,0,18939747959
442,1998,Japan,1178095716,0,2847305946,0,4025401662
443,1999,Japan,1910784680,0,3256178634,0,5166963314
444,2000,Japan,2469470234,0,5122482273,0,7591952507
445,2001,Japan,3257691833,0,6053296296,0,9310988129
446,2002,Japan,3643877136,0,4229454084,0,7873331220
447,2003,Japan,4331507065,0,6200236592,0,10531743657
448,2004,Japan,4366636514,0,8685664176,0,13052300690
449,2005,Japan,6691787225,0,11528399160,0,18220186385
450,2006,Japan,10466925218,0,9149364578,0,19616289796
451,2007,Japan,13627465781,0,10158451119,0,23785916900
452,2008,Japan,13878665419,0,9562003453,0,23440668872
453,2009,Japan,15407354313,0,8599130851,0,24006485164
454,2010,Japan,18153389794,0,9774693860,0,27928083654
455,2011,Japan,18370216674,0,11496187768,0,29866404442
456,2012,Japan,22357658216,0,19020803935,0,41378462151
457,2013,Japan,35750489516,0,23904521316,0,59655010832
458,2014,Japan,40137810993,0,27194484717,0,67332295710
459,2015,Japan,49424645507,0,26057106020,0,75481751527
460,2016,Japan,50148068901,0,22786551698,0,72934620599
461,2017,Japan,63216942872,2130199575,27438943284,0,92786085731
462,2018,Japan,56194665587,2148421575,31780226773,0,90123313935
463,2019,Japan,68860225704,2152313680,32214228355,0,103226767739
464,2020,Japan,76184517810,6211139310,38683668739,0,121079325859
465,2021,Japan,71435871451,5460326058,48203838835,0,125100036344
466,2022,Japan,64151944133,4870751760,53341478005,0,122364173898
467,2023,Japan,77914038263,4728420120,39066449432,0,121708907815
468,1998,Canada,91710981,0,263390078,0,355101059
469,1999,Canada,143728561,0,383834378,0,527562939
470,2000,Canada,196144342,0,938345253,0,1134489595
471,2001,Canada,288514706,0,453837347,0,742352053
472,2002,Canada,382797713,0,4475731832,0,4858529545
473,2003,Canada,715453248,0,1664924240,0,2380377488
474,2004,Canada,1211913368,0,3111313142,0,4323226510
475,2005,Canada,1982125654,0,1454749183,0,3436874837
476,2006,Canada,2613410792,0,3733129529,0,6346540321
477,2007,Canada,4007588619,0,2199870844,0,6207459463
478,2008,Canada,3820559608,0,4831481428,0,8652041036
479,2009,Canada,8339946673,0,3980706932,0,12320653605
480,2010,Canada,10248675139,0,4858407854,0,15107082993
481,2011,Canada,8906150271,0,6559017963,0,15465168234
482,2012,Canada,10545692713,0,10486749083,0,21032441796
483,2013,Canada,11439657141,0,13181843926,0,24621501067
484,2014,Canada,12003436319,0,13342111128,0,25345547447
485,2015,Canada,9362040219,0,12128780167,0,21490820386
486,2016,Canada,11768796405,0,12825711537,0,24594507942
